No|Pengguna|PLK|DPB|Tgl Masuk|Divisi|Kode Proyek|Product|Nama Proyek|Description|Account|Unit|Cur|Unit price|Order|Curr. amount|Total (Rupiah)|Tgl Pengajuan|Tgl Kebutuhan|SPPH|PO|Jenis Order|Supplier|Order|Cur|Harga|Total|Tanggal PO|Tanggal Kirim|ETA|Barang Tiba|Negosiasi|Efisiensi|BA|Jml Brg|delivery time Amd|Status|Keterangan
72|INDRI|0|110005678||Divisi Pusat Teknologi & Inovasi|NONE|N19140001|No Project|AMPLOP; KABINET POLOS, 11X23 CM, PUTIH, KERTAS BERPEREKAT (JAYA)|2241|DUS|IDR|19886|1|19886|19886|||160000402|240000388|SP|KOPERASI KARYAWAN  LEN|1|IDR|18500|18500|||TIDAK|15/08/2016 0:00:00|TIDAK|-32114|340700266|1|||
73|DADANG|0|110005690||Unit Bisnis Energi & Transportasi|17513US170|N15105130|GU 13US 030 - DDT - PERSINYALAN & TELKOM|JS SUBKON; MODIFIKASI PERKABELAN LOCATION CASE EXISTING|2151|LOT|IDR|1E+09|1|1E+09|1E+09|||150001499|230001468|SPERJ|IWAN SATRIA, CV.|1|IDR|1473586300|1473586300|||TIDAK|03/08/2016 0:00:00|TIDAK|-473586300|340700261|1|||
74|DADANG|0|110005689||Unit Bisnis Energi & Transportasi|17513US170|N15105129|GU 13US 030 - DDT - PERSINYALAN & TELKOM|JS SUBKON; PEKERJAAN INSTALASI TRUCK CIRCUIT WESEL|2151|LOT|IDR|1E+09|1|1E+09|1E+09|||150001498|230001467|SPERJ|MEGA PERSADA, CV.|1|IDR|1816863800|1816863800|||TIDAK|23/08/2016 0:00:00|TIDAK|-816863800|340700286|1|||
75|DADANG|0|110005688||Unit Bisnis Energi & Transportasi|17513US170|N15105128|GU 13US 030 - DDT - PERSINYALAN & TELKOM|JS SUBKON; PEKERJAAN TAMBAHAN PDS DI ST. MANGGARAI DAN ST. JATINEGARA|2151|LOT|IDR|4,54887E+08|1|4,54887E+08|4,54887E+08|||150001503|230001472|SPERJ|MEGA PERSADA, CV.|1|IDR|450338000|450338000|||TIDAK|23/08/2016 0:00:00|TIDAK|4549008|340700287|1|||
76|DADANG|0|110005687||Unit Bisnis Energi & Transportasi|17513US170|N15105127|GU 13US 030 - DDT - PERSINYALAN & TELKOM|JS SUBKON; JASA INSTALASI QECX RELAY PADA RELAY RACK NO. 1, 2, 3 DAN 4 DI MANGGARAI SER|2151|LOT|IDR|2,3612E+08|1|2,3612E+08|2,3612E+08|||150001502|230001471|SPERJ|MEGA PERSADA, CV.|1|IDR|233758800|233758800|||TIDAK|23/08/2016 0:00:00|TIDAK|2361200|340700288|1|||
77|DADANG|0|110005686||Unit Bisnis Energi & Transportasi|17513US170|N15105126|GU 13US 030 - DDT - PERSINYALAN & TELKOM|JS SUBKON; PEKERJAAN RELOKASI POWER CABLE 20KV 3-95 MM2 DIRECT BURLED DI GARDU BEKASI TIMUR DAN CIBITUNG|2151|LOT|IDR|3,73711E+08|1|3,73711E+08|3,73711E+08|||150001505|230001474|SPERJ|IWAN SATRIA, CV.|1|IDR|369973900|369973900|||TIDAK|03/08/2016 0:00:00|TIDAK|3737108|340700262|1|||
78|DADANG|0|110005685||Unit Bisnis Energi & Transportasi|17513US170|N15105125|GU 13US 030 - DDT - PERSINYALAN & TELKOM|JS SUBKON; PEKERJAAN RELOKASI PANEL DI MRI OCC|2151|LOT|IDR|5,46325E+08|1|5,46325E+08|5,46325E+08|||150001504|230001473|SPERJ|IWAN SATRIA, CV.|1|IDR|540861700|540861700|||TIDAK|03/08/2016 0:00:00|TIDAK|5463292|340700263|1|||
79|DADANG|0|110005684||Unit Bisnis Energi & Transportasi|17513US170|N15105124|GU 13US 030 - DDT - PERSINYALAN & TELKOM|JS SUBKON; PEKERJAAN PERBAIKAN KABEL DAN INSTALASI SISTEM PERSINYALAN STASIUN CIKARANG|2151|LOT|IDR|3,49272E+08|1|3,49272E+08|3,49272E+08|||150001500|230001469|SPERJ|MEGA PERSADA, CV.|1|IDR|345779200|345779200|||TIDAK|23/08/2016 0:00:00|TIDAK|3492800|340700289|1|||
80|DADANG|0|110005683||Unit Bisnis Energi & Transportasi|17513US170|N15105123|GU 13US 030 - DDT - PERSINYALAN & TELKOM|JS SUBKON; JASA INSTALASI QECX RELAY DI STASIUN TAMBUN, CAKUNG, CIKARANG DAN BEKASI	|2151|LOT|IDR|2,89935E+08|1|2,89935E+08|2,89935E+08|||150001501|230001470|SPERJ|MEGA PERSADA, CV.|1|IDR|287035650|287035650|||TIDAK|23/08/2016 0:00:00|TIDAK|2899358|340700290|1|||
81|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10161526|RACK INTERLOCKING DAN NON INTERLOCKING 2014|CONNECTOR; DISCONNECT TERMINAL, UK 5-MTK-P/P, PHOENIX, P/N : 3004032|2134|BU|IDR|22400|360|8064000|8064000|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|360|IDR|12800|4608000|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|7972000|||||
82|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10162389|RACK INTERLOCKING DAN NON INTERLOCKING 2014|CONNECTOR; TERMINAL; UT4 QUATTRO TG P/P; 3064030; PHOENIXCONTACT|2134|PCS|IDR|53779,5|1890|1,016433E+08|1,016433E+08|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|1890|IDR|36540|69060600|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|101551256|||||
83|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10171063|RACK INTERLOCKING DAN NON INTERLOCKING 2014|SWITCH; MCB C60H 2 POLE 10A STANDARD SCHNEIDER REF 25658 (IC60H CURVA C A9F84210|2134|BU|IDR|527250|27|1,423575E+07|1,423575E+07|15 Juli 2016|26 Juli 2016|130003595|210003425|SP|BANGUN GUNA SEJAHTERA, CV.|27|IDR|322075|8696025|20 Juli 2016|19 Agustus 2016|TIDAK|24/08/2016 0:00:00|TIDAK|5539725|310003288|27|||
84|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10201071|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; END COVER,FOR UK5-N, D-UK 4/10, PHOENIX P/N:3003020|2134|BU|IDR|5126,12|63|322945,6|322945,6|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|63|IDR|2350|148050|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|230945,56|||||
85|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202279|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; END COVER ; D-UT 2,5/4-QUATTRO; 3047170; PHOENIXCONTACT|2134|PCS|IDR|6010,65|150|901597,5|901597,5|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|150|IDR|4646|696900|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|809597,5|||||
86|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202289|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; FERRULES SINGLE 2.5MM2 AI 2,5-8 BU; PHOENIXCONTACT; 3200522	|2134|PAC|IDR|126540|4|506160|506160|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|4|IDR|23000|92000|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|414160|||||
87|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202424|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; ISOLATING PLUGS; P-DI (PN:3036783)PHOENIX|2134|PCS|IDR|11072,25|2610|2,889857E+07|2,889857E+07|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|2610|IDR|7554|19715940|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|28806572|||||
88|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11100247|RACK INTERLOCKING DAN NON INTERLOCKING 2014|TRAFO; AUX TRANSFORMER FOR ABS OUTDOOR LOC CASE; 1,5 KVA;418-380-342-304-266-228/110-120V;	|2134|BU|IDR|150,98|2|301,96|4143797|15 Juli 2016|26 Juli 2016|130003615|210003443|SP|NIKKATSU ELECTRIC WORKS, PT.|2|IDR|2000000|4000000|04 Agustus 2016|12 Agustus 2016|TIDAK|01/09/2016 0:00:00|TIDAK|-3999698,04|310003324|2|||
89|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11120983|RACK INTERLOCKING DAN NON INTERLOCKING 2014|KABEL/KAWAT; AWG 16   , M-ZN 1619, PUTIH, HABIA, NO. REFF. 573991619|2134|MTR|IDR|0,89|2000|1780|2,598905E+07|15 Juli 2016|26 Juli 2016|130003619|210003447|PO|Habia Cable Asia Ltd|2000|USD|0|840|04 Agustus 2016|15 September 2016|TIDAK|07/10/2016 0:00:00|TIDAK|940|340900223|2000|||
90|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11121540|RACK INTERLOCKING DAN NON INTERLOCKING 2014|KABEL/KAWAT; HABIA M-ZN 1419 : WHITE REF: 573991419|2134|MTR|IDR|1|1000|1000|1,460059E+07|15 Juli 2016|26 Juli 2016|130003619|210003447|PO|Habia Cable Asia Ltd|1000|USD|1|800|04 Agustus 2016|15 September 2016|TIDAK|07/10/2016 0:00:00|TIDAK|160|340900223|1000|||
91|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|12101530|RACK INTERLOCKING DAN NON INTERLOCKING 2014|BAHAN MEKANIK; SYMETRICAL RAIL FOR COMPONENT MOUNTING, DEPTH 15MM LENGTH 2M, 37407, LEGRAND|2134|BTG|IDR|199636|24|4791264|4791264|15 Juli 2016|26 Juli 2016|130003591|210003422|SP|INDUSTRINDO NIAGATAMA, PT.|24|IDR|150000|3600000|19 Juli 2016|29 Juli 2016|TIDAK|26/07/2016 0:00:00|TIDAK|1191264|310003222|24|||
92|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|13114380|RACK INTERLOCKING DAN NON INTERLOCKING 2014|BRG JD MEKANIK; CABLE DUCT 45 X 45, 1.7M, KSS|2134|BTG|IDR|75050|7|525350|525350|15 Juli 2016|26 Juli 2016|130003616|210003444|SP|RIASARANA ELECTRINDO, PT.|7|IDR|60000|420000|04 Agustus 2016|12 Agustus 2016|TIDAK|02/09/2016 0:00:00|TIDAK|105350|340800265|7|||
93|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10161526|RACK INTERLOCKING DAN NON INTERLOCKING 2014|CONNECTOR; DISCONNECT TERMINAL, UK 5-MTK-P/P, PHOENIX, P/N : 3004032|2134|BU|USD|22400|360|8064000|8064000|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|360|IDR|12800|4608000|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|7972000|||||
94|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10162389|RACK INTERLOCKING DAN NON INTERLOCKING 2014|CONNECTOR; TERMINAL; UT4 QUATTRO TG P/P; 3064030; PHOENIXCONTACT|2134|PCS|USD|53779,5|1890|1,016433E+08|1,016433E+08|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|1890|IDR|36540|69060600|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|101551256|||||
95|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10171063|RACK INTERLOCKING DAN NON INTERLOCKING 2014|SWITCH; MCB C60H 2 POLE 10A STANDARD SCHNEIDER REF 25658 (IC60H CURVA C A9F84210|2134|BU|USD|527250|27|1,423575E+07|1,423575E+07|15 Juli 2016|26 Juli 2016|130003595|210003425|SP|BANGUN GUNA SEJAHTERA, CV.|27|IDR|322075|8696025|20 Juli 2016|19 Agustus 2016|TIDAK|24/08/2016 0:00:00|TIDAK|5539725|310003288|27|||
96|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10201071|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; END COVER,FOR UK5-N, D-UK 4/10, PHOENIX P/N:3003020|2134|BU|USD|5126,12|63|322945,6|322945,6|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|63|IDR|2350|148050|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|230945,56|||||
97|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202279|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; END COVER ; D-UT 2,5/4-QUATTRO; 3047170; PHOENIXCONTACT|2134|PCS|USD|6010,65|150|901597,5|901597,5|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|150|IDR|4646|696900|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|809597,5|||||
98|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202289|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; FERRULES SINGLE 2.5MM2 AI 2,5-8 BU; PHOENIXCONTACT; 3200522	|2134|PAC|USD|126540|4|506160|506160|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|4|IDR|23000|92000|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|414160|||||
99|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202424|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; ISOLATING PLUGS; P-DI (PN:3036783)PHOENIX|2134|PCS|USD|11072,25|2610|2,889857E+07|2,889857E+07|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|2610|IDR|7554|19715940|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|28806572|||||
100|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11100247|RACK INTERLOCKING DAN NON INTERLOCKING 2014|TRAFO; AUX TRANSFORMER FOR ABS OUTDOOR LOC CASE; 1,5 KVA;418-380-342-304-266-228/110-120V;	|2134|BU|USD|150,98|2|301,96|4143797|15 Juli 2016|26 Juli 2016|130003615|210003443|SP|NIKKATSU ELECTRIC WORKS, PT.|2|IDR|2000000|4000000|04 Agustus 2016|12 Agustus 2016|TIDAK|01/09/2016 0:00:00|TIDAK|-3999698,04|310003324|2|||
101|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11120983|RACK INTERLOCKING DAN NON INTERLOCKING 2014|KABEL/KAWAT; AWG 16   , M-ZN 1619, PUTIH, HABIA, NO. REFF. 573991619|2134|MTR|USD|0,89|2000|1780|2,598905E+07|15 Juli 2016|26 Juli 2016|130003619|210003447|PO|Habia Cable Asia Ltd|2000|USD|0|840|04 Agustus 2016|15 September 2016|TIDAK|07/10/2016 0:00:00|TIDAK|940|340900223|2000|||
102|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11121540|RACK INTERLOCKING DAN NON INTERLOCKING 2014|KABEL/KAWAT; HABIA M-ZN 1419 : WHITE REF: 573991419|2134|MTR|USD|1|1000|1000|1,460059E+07|15 Juli 2016|26 Juli 2016|130003619|210003447|PO|Habia Cable Asia Ltd|1000|USD|1|800|04 Agustus 2016|15 September 2016|TIDAK|07/10/2016 0:00:00|TIDAK|160|340900223|1000|||
103|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|12101530|RACK INTERLOCKING DAN NON INTERLOCKING 2014|BAHAN MEKANIK; SYMETRICAL RAIL FOR COMPONENT MOUNTING, DEPTH 15MM LENGTH 2M, 37407, LEGRAND|2134|BTG|USD|199636|24|4791264|4791264|15 Juli 2016|26 Juli 2016|130003591|210003422|SP|INDUSTRINDO NIAGATAMA, PT.|24|IDR|150000|3600000|19 Juli 2016|29 Juli 2016|TIDAK|26/07/2016 0:00:00|TIDAK|1191264|310003222|24|||
104|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|13114380|RACK INTERLOCKING DAN NON INTERLOCKING 2014|BRG JD MEKANIK; CABLE DUCT 45 X 45, 1.7M, KSS|2134|BTG|USD|75050|7|525350|525350|15 Juli 2016|26 Juli 2016|130003616|210003444|SP|RIASARANA ELECTRINDO, PT.|7|IDR|60000|420000|04 Agustus 2016|12 Agustus 2016|TIDAK|02/09/2016 0:00:00|TIDAK|105350|340800265|7|||
105|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10161526|RACK INTERLOCKING DAN NON INTERLOCKING 2014|CONNECTOR; DISCONNECT TERMINAL, UK 5-MTK-P/P, PHOENIX, P/N : 3004032|2134|BU|EUR|22400|360|8064000|8064000|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|360|IDR|12800|4608000|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|7972000|||||
106|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10162389|RACK INTERLOCKING DAN NON INTERLOCKING 2014|CONNECTOR; TERMINAL; UT4 QUATTRO TG P/P; 3064030; PHOENIXCONTACT|2134|PCS|EUR|53779,5|1890|1,016433E+08|1,016433E+08|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|1890|IDR|36540|69060600|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|101551256|||||
107|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10171063|RACK INTERLOCKING DAN NON INTERLOCKING 2014|SWITCH; MCB C60H 2 POLE 10A STANDARD SCHNEIDER REF 25658 (IC60H CURVA C A9F84210|2134|BU|EUR|527250|27|1,423575E+07|1,423575E+07|15 Juli 2016|26 Juli 2016|130003595|210003425|SP|BANGUN GUNA SEJAHTERA, CV.|27|IDR|322075|8696025|20 Juli 2016|19 Agustus 2016|TIDAK|24/08/2016 0:00:00|TIDAK|5539725|310003288|27|||
108|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10201071|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; END COVER,FOR UK5-N, D-UK 4/10, PHOENIX P/N:3003020|2134|BU|EUR|5126,12|63|322945,6|322945,6|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|63|IDR|2350|148050|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|230945,56|||||
109|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202279|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; END COVER ; D-UT 2,5/4-QUATTRO; 3047170; PHOENIXCONTACT|2134|PCS|EUR|6010,65|150|901597,5|901597,5|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|150|IDR|4646|696900|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|809597,5|||||
110|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202289|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; FERRULES SINGLE 2.5MM2 AI 2,5-8 BU; PHOENIXCONTACT; 3200522	|2134|PAC|EUR|126540|4|506160|506160|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|4|IDR|23000|92000|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|414160|||||
111|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|10202424|RACK INTERLOCKING DAN NON INTERLOCKING 2014|ACCESSORIES; ISOLATING PLUGS; P-DI (PN:3036783)PHOENIX|2134|PCS|EUR|11072,25|2610|2,889857E+07|2,889857E+07|15 Juli 2016|26 Juli 2016|130003626|210003452|SPK|SAHABAT MITRA INTRABUANA, PT.|2610|IDR|7554|19715940|08 Agustus 2016|19 September 2016|TIDAK||TIDAK|28806572|||||
112|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11100247|RACK INTERLOCKING DAN NON INTERLOCKING 2014|TRAFO; AUX TRANSFORMER FOR ABS OUTDOOR LOC CASE; 1,5 KVA;418-380-342-304-266-228/110-120V;	|2134|BU|EUR|150,98|2|301,96|4143797|15 Juli 2016|26 Juli 2016|130003615|210003443|SP|NIKKATSU ELECTRIC WORKS, PT.|2|IDR|2000000|4000000|04 Agustus 2016|12 Agustus 2016|TIDAK|01/09/2016 0:00:00|TIDAK|-3999698,04|310003324|2|||
113|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11120983|RACK INTERLOCKING DAN NON INTERLOCKING 2014|KABEL/KAWAT; AWG 16   , M-ZN 1619, PUTIH, HABIA, NO. REFF. 573991619|2134|MTR|EUR|0,89|2000|1780|2,598905E+07|15 Juli 2016|26 Juli 2016|130003619|210003447|PO|Habia Cable Asia Ltd|2000|USD|0|840|04 Agustus 2016|15 September 2016|TIDAK|07/10/2016 0:00:00|TIDAK|940|340900223|2000|||
114|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|11121540|RACK INTERLOCKING DAN NON INTERLOCKING 2014|KABEL/KAWAT; HABIA M-ZN 1419 : WHITE REF: 573991419|2134|MTR|EUR|1|1000|1000|1,460059E+07|15 Juli 2016|26 Juli 2016|130003619|210003447|PO|Habia Cable Asia Ltd|1000|USD|1|800|04 Agustus 2016|15 September 2016|TIDAK|07/10/2016 0:00:00|TIDAK|160|340900223|1000|||
115|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|12101530|RACK INTERLOCKING DAN NON INTERLOCKING 2014|BAHAN MEKANIK; SYMETRICAL RAIL FOR COMPONENT MOUNTING, DEPTH 15MM LENGTH 2M, 37407, LEGRAND|2134|BTG|EUR|199636|24|4791264|4791264|15 Juli 2016|26 Juli 2016|130003591|210003422|SP|INDUSTRINDO NIAGATAMA, PT.|24|IDR|150000|3600000|19 Juli 2016|29 Juli 2016|TIDAK|26/07/2016 0:00:00|TIDAK|1191264|310003222|24|||
116|DWI|1|110005682|03 November 2016|Divisi Produksi|35014MR121|13114380|RACK INTERLOCKING DAN NON INTERLOCKING 2014|BRG JD MEKANIK; CABLE DUCT 45 X 45, 1.7M, KSS|2134|BTG|EUR|75050|7|525350|525350|15 Juli 2016|26 Juli 2016|130003616|210003444|SP|RIASARANA ELECTRINDO, PT.|7|IDR|60000|420000|04 Agustus 2016|12 Agustus 2016|TIDAK|02/09/2016 0:00:00|TIDAK|105350|340800265|7|||
117|KRESNA|0|110005695||Divisi Produksi|35016ME107|16100230|PRODUK MASSA MODUL SURYA 2016|BAHAN KIMIA; THINNER, CAIR, BENING, ND|2132|LTR|IDR|19864|8|158912|158912|||130003601|210003429|SP|ANUGERAH PUTRA SEJATI, CV.|8|IDR|19800|158400|||TIDAK|19/08/2016 0:00:00|TIDAK|-881088|310003236|8|||
118|KRESNA|0|110005695||Divisi Produksi|35016ME107|N14120059|PRODUK MASSA MODUL SURYA 2016|TOOLS KIMIA; KUAS, KAYU+NYLON, PUTIH, 1 1/4", ETERNA|2132|BU|IDR|15093,75|8|120750|120750|||130003601|210003429|SP|ANUGERAH PUTRA SEJATI, CV.|8|IDR|5300|42400|||TIDAK|19/08/2016 0:00:00|TIDAK|-919250|310003236|8|||
119|KRESNA|0|110005695||Divisi Produksi|35016ME107|16100025|PRODUK MASSA MODUL SURYA 2016|BAHAN KIMIA; CAT, CAIR, CLEAR, POLYURETHANE 430-5054, DANA GLOSS|2132|KG|IDR|168213|8|1345704|1345704|||130003601|210003429|SP|ANUGERAH PUTRA SEJATI, CV.|8|IDR|130000|1040000|||TIDAK|19/08/2016 0:00:00|TIDAK|305704|310003236|8|||
120|IIS|0|110005694||Unit Bisnis ICT|16516JI122|N15105132|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI LABUHAN BAJO	|2171|LOT|IDR|4,4E+07|1|4,4E+07|4,4E+07|||150001492|230001453|SPK|SINAR BARU LOGISTIK, PT.|1|IDR|44000000|44000000|||TIDAK|16/08/2016 0:00:00|TIDAK|0|340700296|1|||
121|IIS|0|110005694||Unit Bisnis ICT|16516JI122|N15105133|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI MAUMERE	|2171|LOT|IDR|4,7E+07|1|4,7E+07|4,7E+07|||150001492|230001453|SPK|SINAR BARU LOGISTIK, PT.|1|IDR|47000000|47000000|||TIDAK|16/08/2016 0:00:00|TIDAK|3000000|340700296|1|||
122|IIS|0|110005694||Unit Bisnis ICT|16516JI122|N15105134|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI OBEN|2171|LOT|IDR|5,7E+07|1|5,7E+07|5,7E+07|||150001492|230001453|SPK|SINAR BARU LOGISTIK, PT.|1|IDR|57000000|57000000|||TIDAK|16/08/2016 0:00:00|TIDAK|13000000|340700296|1|||
123|IIS|0|110005693||Unit Bisnis ICT|16516JI112|N15105131|PEMELIHARAAN PERANGKAT SISTEM MONITORING FREKUENSI RADIO (SMFR)|JS SUBKON; PEKERJAAN PENYEMPURNAAN FUNGSI GPA ( GENERAL PURPOSE AGENT ) LOKASI SEMARANG, SURABAYA, BANTEN & PEKANBARU|2151|LOT|IDR|5,098769E+08|1|5,098769E+08|5,098769E+08|||150001495|230001458|SPERJ|ECOM MULTI SOLUTION, PT.|1|IDR|508351800|508351800|||TIDAK||TIDAK|1525064|||||
124|IIS|0|110005692||Unit Bisnis ICT|16514JI115|N15104557|TITO CIDENG|JS SUBKON; JASA MIGRASI FTTH|2151|PCS|IDR|146369,4|1000|1,463694E+08|1,463694E+08|||150001488|230001450|SPK|HAVIEST CIPTA MANDIRI, PT|1000|IDR|133500|133500000|||TIDAK||TIDAK|12869408|||||
125|AMY|0|110005691||Sekretaris Perusahaan|NONE|N19120019|No Project|KERTAS; HVS, 80 GRAM, A4, PUTIH, BOLA DUNIA|2241|RIM|IDR|42996|10|429960|429960|||130003599|210003430|SP|KOPERASI KARYAWAN  LEN|10|IDR|40000|400000|||TIDAK|15/08/2016 0:00:00|TIDAK|29960|340700265|10|||
126|DADANG|0|110005701||Unit Bisnis Energi & Transportasi|18115JR163|N11121626|PEKERJAAN FASILITAS OPERASI PAKET A|KABEL/KAWAT; CABLE N2X2YB2Y 0.6/1 KV 8 X 1.5 MM2 RM IEC 60502-1|2131|MTR|IDR|24200|1500|3,63E+07|3,63E+07|||150001494|230001496|SPERJ|KMI WIRE and CABLE Tbk.,PT.|1500|IDR|23200|34800000|||TIDAK||TIDAK|-519585000|||||
127|DADANG|0|110005701||Unit Bisnis Energi & Transportasi|18115JR163|N11121627|PEKERJAAN FASILITAS OPERASI PAKET A|KABEL/KAWAT; CABLE N2X2YB2Y 0.6/1 KV 12 X 1.5 MM2 RM IEC 60502-1	|2131|MTR|IDR|32100|1000|3,21E+07|3,21E+07|||150001494|230001496|SPERJ|KMI WIRE and CABLE Tbk.,PT.|1000|IDR|31100|31100000|||TIDAK||TIDAK|-523785000|||||
128|DADANG|0|110005701||Unit Bisnis Energi & Transportasi|18115JR163|N11121628|PEKERJAAN FASILITAS OPERASI PAKET A|KABEL/KAWAT; CABLE N2X2YB2Y 0.6/1 KV 20 X 1.5 MM2 RM IEC 60502-1|2131|MTR|IDR|47350|13000|6,1555E+08|6,1555E+08|||150001494|230001496|SPERJ|KMI WIRE and CABLE Tbk.,PT.|13000|IDR|51000|663000000|||TIDAK||TIDAK|59665016|||||
